,Bigram,Count
15569,sob pressão,22
15591,República ANPR,22
15521,pudesse ser,22
15531,Temer decidiu,22
15487,ordem cronológica,22
15560,125 milhões,22
15495,STF contra,22
15496,decisão tomada,22
15530,muitas outras,22
15484,dois réus,22
15533,procuradorgeral Rodrigo,22
15535,Exteriores Aloysio,22
15550,Mãos Limpas,22
15552,pessoas presas,22
15559,Eles têm,22
16575,ser dono,21
16620,sempre agiu,21
16587,comércio internacional,21
16591,jornal Folha,21
16601,agente penitenciário,21
16604,Marcelo Miranda,21
16619,Soares Leite,21
16669,relações sexuais,21
16659,ser feitos,21
16622,ter contato,21
16636,conversas gravadas,21
16643,então deputado,21
16647,Nesse contexto,21
16666,Três anos,21
16559,presidente Luiz,21
16560,ministro Alexandre,21
16464,melhor caminho,21
16542,duas coisas,21
16479,qualquer valor,21
16680,dois pontos,21
16445,pessoas precisam,21
16453,recurso contra,21
16465,caso JBS,21
16471,Palocci diz,21
16476,Ele cita,21
16482,vai comentar,21
16535,modo geral,21
16484,mês após,21
16492,Lula Roberto,21
16499,pode ocorrer,21
16510,vídeo mostra,21
16516,ministra Rosa,21
16519,Dessa vez,21
16675,discussões sobre,21
16858,Cláudio Mariz,21
16681,ideologicamente falsos,21
16844,presos provisórios,21
16791,tão bem,21
16798,juízes federais,21
16799,Edson Albertassi,21
16801,Boa parte,21
16826,cidade natal,21
16841,Salmonella spp,21
16846,Veja vídeo,21
16783,Agricultura Pecuária,21
16852,Domingos Montagner,21
16855,Pabllo Vittar,21
16439,último fim,21
16860,Maurício Bumlai,21
16862,voto popular,21
16866,Planeta Atlântida,21
16786,construção civil,21
16778,governo anunciou,21
16685,sanções econômicas,21
16719,guerra contra,21
16689,imóvel onde,21
16694,extrema direita,21
16700,exercício militar,21
16714,dois suspeitos,21
16715,Grace Mendonça,21
16717,presidente sírio,21
16722,senador Randolfe,21
16764,domiciliar noturno,21
16726,700 mil,21
16736,notícias publicadas,21
16748,Meirelles disse,21
16752,informado sobre,21
16758,prédios públicos,21
16761,dama Marisa,21
16440,durou cerca,21
16480,jamais praticou,21
16437,Temer recebeu,21
16178,Brasil desde,21
16147,outras ações,21
16149,expresidente afirmou,21
16154,ter ouvido,21
16156,pessoas próximas,21
16159,Maia DEM,21
16165,Comando Militar,21
16182,Temer deu,21
16110,Cunha disse,21
16183,empresa JBS,21
16186,nessa área,21
16194,últimos cinco,21
16203,Ela ainda,21
16204,própria vida,21
16208,vai disputar,21
16131,cedo nesta,21
16107,relações diplomáticas,21
16223,caso aconteceu,21
16067,quilômetros quadrados,21
16430,ano antes,21
16049,manter contato,21
16056,outubro deste,21
16059,desde 2009,21
16061,bom humor,21
16064,ganhar dinheiro,21
16074,locais onde,21
16103,República Luiz,21
16075,enquanto outros,21
16079,programas sociais,21
16080,Gilberto Gil,21
16085,próximas semanas,21
16091,simples fato,21
16093,próprio TRF4,21
16221,oito contratos,21
16108,liminar provisória,21
16228,inquérito aberto,21
16411,Brasileira FAB,21
16347,grande preocupação,21
16349,vai aguardar,21
16376,Defesa Econômica,21
16380,Capital PCC,21
16395,Zona Leste,21
16407,fundo partidário,21
16413,tráfico internacional,21
16334,algo assim,21
16414,dois carros,21
16420,empresas investigadas,21
16425,mil páginas,21
16428,Keppel Fels,21
16238,música eletrônica,21
16429,outras quatro,21
16345,Chico Mendes,21
16397,Janot diz,21
16267,Lula vai,21
16284,vez desde,21
16324,denúncia oferecida,21
16245,protestar contra,21
16254,apenas cinco,21
16256,nega pedido,21
16257,Victor Laus,21
16270,Brasil Por,21
16285,Ele ressaltou,21
16287,relações internacionais,21
16289,quis dizer,21
16295,dois irmãos,21
16296,Foi então,21
16311,condenou Lula,21
16320,pode falar,21
16251,próximos passos,21
17457,portas fechadas,20
17465,presidenta Dilma,20
17459,Três Poderes,20
17550,ter conseguido,20
17455,Uma outra,20
17454,vai poder,20
17488,Meu pai,20
17452,Jonas Donizette,20
17478,André Moura,20
17537,Ele deixou,20
17498,Ana Paula,20
17499,próprio partido,20
17503,livre mercado,20
17505,mundo sabe,20
17519,sobre abuso,20
17521,algum lugar,20
17544,Dilma Roussef,20
17446,alto risco,20
17447,outra vez,20
17382,nada menos,20
17435,grupo terrorista,20
17404,setor financeiro,20
17560,Rodrigo Pacheco,20
17372,vai apresentar,20
17377,Acidentes Aeronáuticos,20
17391,queria fazer,20
17393,vai prestar,20
17398,presidente fez,20
17399,desde sempre,20
17406,alguma maneira,20
17433,convenção nacional,20
17408,ser tão,20
17409,casos envolvendo,20
17410,nesses casos,20
17412,exministro Paulo,20
17417,expresidentes Luiz,20
17418,delação Joesley,20
17432,próprio STF,20
17553,absolutamente nada,20
17782,Transparência Internacional,20
17563,vai investigar,20
17572,Trabalhadores Rurais,20
17702,história recente,20
17703,ser realizada,20
17719,ter dado,20
17722,Ivete Sangalo,20
17367,nesta tarde,20
17729,mídias sociais,20
17734,José Medeiros,20
17736,seis horas,20
17742,Delfim Netto,20
17751,investigações contra,20
17757,Operação Cadeia,20
17761,cinco vezes,20
17783,“fake news”,20
17786,JOSÉ AFONSO,20
17787,AFONSO PINHEIRO,20
17788,Mossack Fonseca,20
17790,Kim Jongnam,20
17701,Pedro Fernandes,20
17698,segurança alimentar,20
17696,José Padilha,20
17610,área Internacional,20
17575,apenas quatro,20
17583,Presidente Lula,20
17584,Assembleia Geral,20
17590,Lei Maria,20
17602,mil soldados,20
17604,direito constitucional,20
17606,balísticos intercontinentais,20
17626,grave ameaça,20
17688,Mark Zuckerberg,20
17635,sexto teste,20
17637,mil crianças,20
17647,países vizinhos,20
17650,nunca antes,20
17655,segundo dia,20
17658,Ciência Tecnologia,20
17675,prisões preventivas,20
17370,Vicente Cândido,20
16972,onde morava,20
17360,pra ver,20
17082,desembargador federal,20
17002,Silva Filho,20
17004,direitos fundamentais,20
17013,propinas pagas,20
17026,encontrado morto,20
17039,tão somente,20
17042,advogado disse,20
17044,MPF afirma,20
17046,Por telefone,20
17049,Tribunal Federal”,20
17050,situação política,20
17058,novo diretor,20
17062,interior paulista,20
17064,naquele dia,20
17065,agência estatal,20
17070,eventual condenação,20
17075,assistente social,20
17077,nota assinada,20
16996,tratamento contra,20
16991,Papai Noel,20
16988,caso ocorreu,20
16913,três contratos,20
17354,doações oficiais,20
16874,grande problema,20
16887,vez maior,20
16894,Gerson Camarotti,20
16896,Costa Rica,20
16902,Isso vai,20
16909,Esse processo,20
16919,defesa alega,20
16983,Neste sábado,20
16920,líder cubano,20
16951,forma geral,20
16953,precisa estar,20
16967,MPF diz,20
16968,sítio Santa,20
16975,regimento interno,20
16977,vão fazer,20
17080,ser pago,20
16990,revista Época,20
17099,podem levar,20
17234,crime comum,20
17244,Livre MBL,20
17253,várias outras,20
17270,grande porte,20
17278,José Aldemário,20
17279,Aldemário Pinheiro,20
17283,Victor Luiz,20
17291,Campeonato Brasileiro,20
17298,veja vídeo,20
17300,próprio juiz,20
17318,última segundafeira,20
17327,exministro Guido,20
17332,trajetória política,20
17336,recuperação econômica,20
17340,deputado Eduardo,20
17346,opinião sobre,20
17349,Fachin determinou,20
17114,tempo integral,20
17241,fim deste,20
17293,medidas adotadas,20
17173,Marcos Nobre,20
17192,primeira parte,20
17127,ser acusado,20
17230,vão desde,20
17149,jornal The,20
17152,deu origem,20
17153,dessa ação,20
17160,sido alvo,20
17177,pessoa física,20
17184,últimos dez,20
17185,semana antes,20
17201,forma alguma,20
17206,poucos anos,20
17209,alguns países,20
17218,empresa responsável,20
17222,partir deste,20
17224,Valores Mobiliários,20
17225,vou falar,20
18467,ainda segundo,19
18487,Força Sindical,19
18478,Fundação Renova,19
18473,trabalho forçado,19
18560,cometer crimes,19
18458,ganhou força,19
18455,processo administrativo,19
18507,Robalinho Cavalcanti,19
18447,tão difícil,19
18502,ajuda financeira,19
18559,senador Fernando,19
18508,faziam parte,19
18514,159 bilhões,19
18520,Silval Barbosa,19
18528,próprio governo,19
18533,quase todo,19
18542,cinco horas,19
18544,mil cada,19
18548,deu detalhes,19
18436,ser julgados,19
18438,ter usado,19
18314,Segundo Joesley,19
18435,outras autoridades,19
18430,Teixeira Martins,19
18564,vai colocar,19
18312,Paulo Skaf,19
18323,Silva afirmou,19
18325,havia recebido,19
18326,denúncia feita,19
18328,Odebrecht fez,19
18330,afirmou Lula,19
18342,Alves PMDBRN,19
18350,deputado Lúcio,19
18351,Senado Romero,19
18363,suposta propina,19
18371,senhor vai,19
18373,chapa formada,19
18380,injúria racial,19
18381,ser chamado,19
18400,primeira semana,19
18402,Mendes disse,19
18404,disse Segundo,19
18414,mês antes,19
18563,Ciro Nogueira,19
18840,Antônio Cláudio,19
18566,qualquer movimento,19
18580,acordo nuclear,19
18768,ter saído,19
18775,Filho disse,19
18780,novo mandato,19
18783,Cabral PMDB,19
18786,população carcerária,19
18790,Ponto Final,19
18792,Intensiva UTI,19
18794,própria empresa,19
18801,Jornalista poeta,19
18803,Luiz Cláudio,19
18807,Jorge Amado,19
18812,empresas contratadas,19
18817,representação contra,19
18837,cidadão comum,19
18839,receber dinheiro,19
18295,Brasília UnB,19
18848,curso superior,19
18849,inseminação caseira,19
18853,João XXIII,19
18764,quis saber,19
18759,anos diz,19
18752,sob análise,19
18644,Sistema Solar,19
18581,Rurais Sem,19
18587,ser discutida,19
18589,podem estar,19
18596,Paulo Bauer,19
18616,bem claro,19
18625,contra Pyongyang,19
18642,ser capaz,19
18643,dois turnos,19
18669,segunda fase,19
18742,Operação Cui,19
18691,imposto sobre,19
18692,paraísos fiscais,19
18703,atendimento médico,19
18707,federal Cristiane,19
18715,Wladimir Costa,19
18723,algumas semanas,19
18735,Saúde OMS,19
18740,prisão perpétua,19
18311,outras instâncias,19
18331,informou nesta,19
18294,apoio financeiro,19
17999,polícias Civil,19
17961,algumas coisas,19
17962,São Miguel,19
17973,disse Para,19
17975,Moro sobre,19
17976,quanto antes,19
17977,ter conhecimento,19
17978,Glaucos Costamarques,19
17982,dar continuidade,19
17985,Lula Palocci,19
18008,São Luís,19
18053,ser vítima,19
18012,curto alcance,19
18019,deve voltar,19
18020,Nesta sextafeira,19
18023,dois milhões,19
18024,MPF acusa,19
18031,ser eleito,19
18035,procurador Deltan,19
18041,diversas empresas,19
18051,desde maio,19
17957,doações recebidas,19
17940,governos estaduais,19
17930,Naquele ano,19
17929,Silva disse,19
18290,Agência Brasileira,19
17794,STF Marco,19
17795,vêm sendo,19
17798,estudos sobre,19
17803,Outro ponto,19
17839,eleições municipais,19
17842,integridade física,19
17843,bem assim,19
17849,laudo pericial,19
17853,desembargador Leandro,19
17856,atentado contra,19
17865,maior bancada,19
17889,alguns momentos,19
17897,vida pessoal,19
17912,desde 2008,19
17915,rede municipal,19
17920,pode trazer,19
17924,Cadeia Pública,19
17926,Isso faz,19
18052,grupo criminoso,19
17947,após dois,19
18063,outro lugar,19
18201,diz Moro,19
18211,contra Michel,19
18221,precisou ser,19
18225,atividades parlamentares,19
18230,vai chegar,19
18240,carne brasileira,19
18244,Brasil porque,19
18248,capital paranaense,19
18250,autoridades competentes,19
18258,perguntado sobre,19
18265,outro nome,19
18267,Tenho certeza,19
18268,preciso fazer,19
18269,crise hídrica,19
18275,pode aumentar,19
18279,Lula responde,19
18282,porque ainda,19
18283,qualquer recurso,19
18068,Lei Orgânica,19
18285,Funaro disse,19
18205,caso ainda,19
18253,Nesta sexta,19
18100,cooperação internacional,19
18113,sistema financeiro,19
18077,equipe médica,19
18192,dinheiro envolvendo,19
18078,polícia disse,19
18081,Jesus Cristo,19
18086,Brasil Mas,19
18088,atentado terrorista,19
18099,sido informado,19
18101,Estadão hoje,19
18109,presidente chinês,19
18129,nada contra,19
18139,outros candidatos,19
18140,problema nenhum,19
18163,federal Jair,19
18167,dessa maneira,19
18169,Brasília onde,19
18172,nova gestão,19
18185,Essa situação,19
18070,ministro Eliseu,19
19668,afirma ser,18
19649,votos contra,18
19661,Federal determinou,18
19651,atual líder,18
19650,400 milhões,18
19729,Palocci afirmou,18
19643,Sem citar,18
19693,ações judiciais,18
19637,Tancredo Neves,18
19630,André Puccinelli,18
19675,dizem especialistas,18
19725,bomba atômica,18
19694,estar preparado,18
19697,ter levado,18
19700,atual prefeito,18
19706,desde 2007,18
19709,direitos civis,18
19712,marcaram 2017,18
19714,capital aberto,18
19723,anos Mas,18
19726,USS Carl,18
19624,Janot denunciou,18
19625,ser usados,18
19468,inquéritos abertos,18
19611,República José,18
19608,reforma previdenciária,18
19744,vai receber,18
19462,imagens mostram,18
19466,resultado final,18
19469,insegurança jurídica,18
19470,suposto recebimento,18
19495,organizações sociais,18
19499,ninguém sabe,18
19513,conversa telefônica,18
19516,irmã Andrea,18
19518,setor automotivo,18
19520,politicamente correto,18
19527,pena passou,18
19534,Odebrecht diz,18
19547,Vila Kennedy,18
19560,vai julgar,18
19569,recibos apresentados,18
19573,vai manter,18
19578,Ética Pública,18
19600,Federal nesta,18
19601,Responsabilidade Fiscal,18
19605,lutar contra,18
19735,Kim Ilsung,18
20000,Coelho Filho,18
19751,policial civil,18
19901,dia anterior,18
19927,Operação Ponto,18
19940,Campina Grande,18
19945,concurso público,18
19946,conversas sobre,18
19947,Lélis Teixeira,18
19963,drag queen,18
19968,Essas pessoas,18
19976,relação direta,18
19979,educação infantil,18
19981,Mata Sul,18
19982,deputado José,18
19983,Fernando Luiz,18
19985,Jacó Bittar,18
19987,Senador Renan,18
19989,Benedicto Barbosa,18
19996,Paulo Pimenta,18
19999,Fernando Baiano,18
20007,Banco Frey,18
20008,renda básica,18
20009,Ana Hickmann,18
19447,poucos meses,18
19904,conhecimento sobre,18
19898,Casa Eunício,18
19759,Observatório Sírio,18
19891,investigações apontam,18
19767,Bela Vista,18
19770,governo local,18
19772,nova ministra,18
19774,Isso aconteceu,18
19776,país Mas,18
19778,tentar evitar,18
19781,outras questões,18
19793,Atlântico Norte,18
19796,operação policial,18
19810,tão forte,18
19828,ação direta,18
19830,governo russo,18
19834,anos segundo,18
19839,vai ganhar,18
19857,países europeus,18
19860,outro caso,18
19872,Paulo Guedes,18
19875,Nos dois,18
19878,Vossa Excelência,18
19880,ter dito,18
19881,Nelson Tanure,18
19461,São Lourenço,18
19033,informações prestadas,18
19446,gente possa,18
19006,golpe militar,18
19027,outros Estados,18
19028,crimes violentos,18
19036,Celso Amorim,18
19038,Paulo Segundo,18
19045,mês seguinte,18
19048,transporte coletivo,18
19052,vai depender,18
19057,Ele destacou,18
19067,tão grave,18
19071,Marcelo Navarro,18
19072,dois ministros,18
19073,Diogo Ferreira,18
19076,gravação feita,18
19099,japonês Shinzo,18
19107,adversário político,18
19127,Richard Nixon,18
19128,SOB LICENÇA,18
19131,país melhor,18
19134,medidas contra,18
19138,boa ideia,18
19151,Dia Brasil,18
19019,queria saber,18
18990,diz acreditar,18
19158,tantos outros,18
18989,tomar medidas,18
19445,desse quadro,18
18858,Não faz,18
18864,Poder Público,18
18867,Neste sentido,18
18872,país Ele,18
18877,saneamento básico,18
18882,importante porque,18
18883,melhor maneira,18
18892,lei sobre,18
18897,vereador Eduardo,18
18905,vai assumir,18
18911,eleições gerais,18
18914,Tem muita,18
18916,Lula poderá,18
18924,ter tomado,18
18932,ação apresentada,18
18933,primeiro mês,18
18939,cem anos,18
18941,Comissão Parlamentar,18
18968,outros quatro,18
18982,desculpas públicas,18
19156,diretor geral,18
18985,apartamento tríplex,18
19164,Indústria Comércio,18
19407,deu entrada,18
19337,Fábio Luis,18
19351,ser ainda,18
19353,governador José,18
19367,série histórica,18
19375,maus tratos,18
19377,contra qualquer,18
19379,Secretaria Especial,18
19381,principal objetivo,18
19384,ser tomada,18
19399,nesse ponto,18
19410,Luciano Coutinho,18
19323,Execuções Penais,18
19413,ser denunciado,18
19423,Financial Times,18
19424,investigar Temer,18
19425,acusações feitas,18
19429,Garibaldi Alves,18
19432,maior empresa,18
19434,atrás apenas,18
19435,Ele acredita,18
19166,boa notícia,18
19441,perguntas sobre,18
19325,exploração sexual,18
19402,advogado José,18
19318,poderá ter,18
19260,Nas imagens,18
19170,segunda turma,18
19172,cinco ministros,18
19313,pontos percentuais,18
19176,digamos assim,18
19189,posso ser,18
19199,nessa história,18
19205,beneficiar empresas,18
19228,nenhuma relação,18
19249,muitas mulheres,18
19250,Ela ficou,18
19252,diversas áreas,18
19238,Duda Mendonça,18
19279,Econômica Cade,18
19286,lista completa,18
19288,Luiz Inácio,18
19289,Inácio Lula,18
19291,sido vítima,18
19302,serviço social,18
19274,Pela proposta,18
19306,desenvolvimento econômico,18
20821,vacina contra,17
20845,decisão provisória,17
20864,levar adiante,17
20855,Aos poucos,17
20809,Luiza Erundina,17
20854,fazer tudo,17
20832,após serem,17
20844,dengue zika,17
20839,pequenas empresas,17
20815,José Robalinho,17
20829,42a fase,17
20870,vai parar,17
20865,Planejamento Dyogo,17
20932,Maria Augusta,17
20909,costumam ser,17
20911,São Vicente,17
20914,sendo feita,17
20917,primeiro encontro,17
20920,Econômico OCDE,17
20927,homicídio culposo,17
20928,duas casas,17
20930,nesse país,17
20954,mísseis nucleares,17
20965,empresa disse,17
20807,Júlio Delgado,17
20975,Delegacia Especializada,17
20969,minutos antes,17
20808,Delgado PSBMG,17
20705,fatos narrados,17
20806,600 milhões,17
20748,ministro Celso,17
20646,receita bruta,17
20996,recebeu alta,17
20650,sobre questões,17
20671,Jato diz,17
20679,medidas necessárias,17
20696,Mas acho,17
20718,dez meses,17
20723,dessa natureza,17
20727,Gerais Fernando,17
20728,STF sobre,17
20737,ataque contra,17
20742,governo pode,17
20749,momento atual,17
20805,pessoas mortas,17
20758,duas votações,17
20765,Norte lançou,17
20770,Paulo Okamoto,17
20775,funcionalismo público,17
20776,notícia sobre,17
20779,Não conheço,17
20780,Barra Longa,17
20782,pra casa,17
20785,vai resolver,17
20788,carne bovina,17
20794,corrida eleitoral,17
20797,havia informado,17
20978,delegado responsável,17
21254,Marcelo Calero,17
20999,Pinheiro expresidente,17
21228,Gil Santana,17
21163,cumpre pena,17
21165,Humberto Martins,17
21168,legislação trabalhista,17
21171,Raimundo Lira,17
21172,Cássio Cunha,17
21179,suposto tráfico,17
21181,PGR contra,17
21187,Flávio Caetano,17
21193,União Africana,17
21195,então secretário,17
21208,atividade política,17
21214,Planalto informou,17
21236,acusação formal,17
21010,vários dias,17
21238,hospital público,17
21246,corpo técnico,17
21247,Ponta Grossa,17
21263,Dom Paulo,17
21264,Casa Militar,17
21275,Departamento Penitenciário,17
21284,crise fiscal,17
21285,Temer pode,17
21288,John McAfee,17
21291,Sandro Mabel,17
21292,Gim Argello,17
20607,nova procuradorageral,17
21160,força política,17
21159,Vanessa Grazziotin,17
21157,diversos outros,17
21156,afirmou ser,17
21014,dúvida sobre,17
21018,pesquisa Datafolha,17
21021,outros integrantes,17
21027,800 milhões,17
21031,reta final,17
21041,anos 1950,17
21042,pessoa jurídica,17
21048,Trump fez,17
21051,podemos fazer,17
21055,estar aqui,17
21068,fechar acordo,17
21069,Ele nega,17
21070,Valdo Cruz,17
21073,mesma ação,17
21075,debates sobre,17
21082,dias úteis,17
21090,Rádio CBN,17
21091,anos Com,17
21099,instituições públicas,17
21100,dois três,17
21101,ano 2000,17
21120,dois policiais,17
21131,Norberto Odebrecht,17
21133,prisão decretada,17
21138,Dilma disse,17
20628,sobre corrupção,17
20608,procuradorageral Raquel,17
20605,resolver problemas,17
20239,MPF pede,17
20175,maior escândalo,17
20177,Rosinha Garotinho,17
20186,deu aval,17
20188,desse período,17
20189,Curitiba onde,17
20204,decidiu fazer,17
20208,próximo mês,17
20210,educação saúde,17
20212,Trabalhadores Sem,17
20219,casa própria,17
20222,educação básica,17
20232,várias empresas,17
20242,nunca tratou,17
20164,maneira geral,17
20250,Distrito Policial,17
20260,qualquer ação,17
20261,uso indevido,17
20271,Ele deve,17
20273,Batista donos,17
20275,três mil,17
20277,Trump prometeu,17
20282,Por ser,17
20289,STF negou,17
20295,Outra coisa,17
20296,várias cidades,17
20306,tomou conhecimento,17
20168,semana após,17
20159,sido feitos,17
20319,regiões Norte,17
20078,entanto ainda,17
20020,outro partido,17
20022,pedir dinheiro,17
20028,prazo máximo,17
20038,pode acabar,17
20043,única vez,17
20044,assistência social,17
20061,agosto deste,17
20065,desde 2003,17
20067,Pedro Pablo,17
20068,América Central,17
20074,dúvidas quanto,17
20075,pouco provável,17
20080,Moro diz,17
20154,porém ainda,17
20090,quê Porque,17
20091,país disse,17
20094,cinco filhos,17
20102,posso falar,17
20106,Prêmio Nobel,17
20112,algo diferente,17
20117,outras vezes,17
20121,Ele quer,17
20135,bons olhos,17
20139,Sendo assim,17
20150,nesta data,17
20151,processo Lula,17
20311,algumas horas,17
20144,dias atuais,17
20321,desigualdade social,17
20542,somente após,17
20478,Arena Fonte,17
20479,apenas três,17
20487,país desde,17
20501,contra mulheres,17
20502,ter falado,17
20504,terceira vez,17
20512,eleito presidente,17
20517,Agricultura Blairo,17
20522,secretário nacional,17
20524,área onde,17
20537,Luiz Flávio,17
20539,nunca pediu,17
20548,sobre suposta,17
20459,antecedentes criminais,17
20549,José Frederico,17
20551,Che Guevara,17
20553,filme sobre,17
20559,após segunda,17
20560,qualquer ilegalidade,17
20562,Sepúlveda Pertence,17
20565,dinheiro desviado,17
20573,principalmente porque,17
20583,vai começar,17
20587,fato novo,17
20604,contou ainda,17
20323,mulheres vítimas,17
20471,24a fase,17
20544,bancos públicos,17
20458,tarde deste,17
20398,crise institucional,17
20324,grandes cidades,17
20454,grandes centros,17
20340,daquele país,17
20343,desse jeito,17
20349,Brasil Para,17
20352,vão ficar,17
20353,outros fatores,17
20368,empreiteiro Marcelo,17
20374,Pelo visto,17
20376,Rio Marcelo,17
20381,influência lavagem,17
20388,Partido Democrata,17
20396,primeiro caso,17
20370,cobertura vizinha,17
20437,disseram sobre,17
20399,Plano Real,17
20401,apresentou nesta,17
20409,poder ser,17
20410,quase 100,17
20412,atual momento,17
20444,contra civis,17
20417,próxima quartafeira,17
20425,Paulo Rabello,17
20434,vou dizer,17
20441,regime democrático,17
20442,todo mês,17
22334,ser chamada,16
22345,primeiro discurso,16
22309,EUA contra,16
22353,Goiás Marconi,16
22355,deste país,16
22329,exministro disse,16
22360,aguarda retorno,16
22333,presidente francês,16
22317,Como resultado,16
22328,disse Palocci,16
22325,mau uso,16
22322,Nikki Haley,16
22318,Nos EUA,16
22313,sobre política,16
22304,meio político,16
22369,praticamente todos,16
22362,acordo comercial,16
22442,irregularidades cometidas,16
22377,governo sulcoreano,16
22434,DEFENDE LULA,16
22460,deve manter,16
22298,todos têm,16
22457,governo Obama,16
22451,primeira pessoa,16
22436,expresidente recebeu,16
22435,seis réus,16
22433,MARTINS QUE,16
22382,vão continuar,16
22423,MPF pediu,16
22414,ataques contra,16
22407,ser atingido,16
22405,Rui Falcão,16
22404,algo tão,16
22403,empresário Emílio,16
22299,atividade econômica,16
22111,praça pública,16
22280,PSDB senador,16
22138,Antonio Anastasia,16
22170,deverá ter,16
22157,tiros contra,16
22148,absolutamente tranquilo,16
22146,devem estar,16
22143,poderia ajudar,16
22141,Janot afirma,16
22130,qualquer parte,16
22179,Plano Piloto,16
22109,prestar contas,16
22108,Vale lembrar,16
22106,deveriam estar,16
22101,político brasileiro,16
22098,segundo ano,16
22472,senador Lindbergh,16
22175,Triunfo Participações,16
22182,respostas sobre,16
22279,faixa etária,16
22232,pra gente,16
22277,informou ter,16
22275,mil casos,16
22267,Cristovam Buarque,16
22258,Aguinaldo Ribeiro,16
22256,acontece porque,16
22237,dois líderes,16
22225,Lula desde,16
22191,senadora Kátia,16
22224,diz delator,16
22219,sobre Temer,16
22209,Operação Greenfield,16
22205,Desta forma,16
22201,pessoas querem,16
22198,sendo acusado,16
22461,candidatura própria,16
22741,processo Não,16
22476,governo Fernando,16
22692,marketing político,16
22712,Guta Oriental,16
22711,Sociedade Brasileira,16
22710,dependência química,16
22707,desde março,16
22704,homens armados,16
22703,Sergio Zveiter,16
22691,desde agosto,16
22719,Luiz Ayres,16
22689,Conselho Regional,16
22688,trimestre anterior,16
22677,empresário Eike,16
22676,informações sigilosas,16
22673,Cássio Conserino,16
22669,carnaval 2018,16
22713,união estável,16
22721,Alberto Goldman,16
22646,Petrobrás Paulo,16
22763,Via Engenharia,16
22771,Hopi Hari,16
22770,Camilo Cola,16
22769,Viação Itapemirim,16
22768,Cidade Alerta,16
22766,Demóstenes Torres,16
22765,Marcelo Rezende,16
22755,Carioca Engenharia,16
22723,repercussão negativa,16
22754,Eduardo Thompson,16
22751,material apreendido,16
22747,ser tratada,16
22088,ministro Barroso,16
22735,Roberto Arruda,16
22731,Alvaro Dias,16
22648,pode sair,16
22640,Ele começou,16
22489,anos desde,16
22524,2015 após,16
22539,ABC Paulista,16
22536,prestou queixa,16
22535,processos judiciais,16
22534,bem maior,16
22533,Ela afirmou,16
22525,carta aberta,16
22520,indicações políticas,16
22550,ficção científica,16
22512,mil servidores,16
22510,vai virar,16
22509,Isso quer,16
22503,regime aberto,16
22499,forças sírias,16
22495,Região TRF2,16
22541,outro grupo,16
22558,fatos investigados,16
22638,Jorge Luiz,16
22605,negou qualquer,16
22637,João Augusto,16
22616,mulher negra,16
22614,Comitê Olímpico,16
22609,arrecadar dinheiro,16
22608,alguns agentes,16
22607,pequena cidade,16
22601,vou ser,16
22560,onde funciona,16
22593,Fausto Macedo,16
22592,Helder Barbalho,16
22583,ação civil,16
22571,federal Marcelo,16
22568,manifestações contra,16
22565,Ela contou,16
22094,todo momento,16
22235,Paulo Rio,16
22086,pedir vista,16
21689,Adir Assad,16
21598,comentou sobre,16
21590,Guarujá litoral,16
21589,dessa decisão,16
21588,Neto relator,16
21581,nota nesta,16
21577,Operações Especiais,16
21567,primeiroministro japonês,16
21565,500 pessoas,16
21563,Fora Temer,16
21557,vai haver,16
21553,música brasileira,16
21545,ter ido,16
21543,denúncia criminal,16
21541,Pierpaolo Bottini,16
21539,qualquer fundamento,16
21606,pouco menos,16
21607,Brasil disse,16
21610,companhia aérea,16
21652,Carlos Fernando,16
21671,pouco sobre,16
21665,data marcada,16
21663,Justiça determinou,16
21656,Lei Complementar,16
21655,pessoas investigadas,16
21653,Santos Lima,16
21649,Darcísio Perondi,16
21616,deu entrevista,16
21645,sobre assuntos,16
21642,nenhum outro,16
21641,prestar atenção,16
21629,outros tipos,16
21619,vai permitir,16
21618,governo ainda,16
21538,exministro Aloizio,16
21535,Lula fica,16
21522,ordem jurídica,16
21337,apresentador Luciano,16
21395,documentário sobre,16
21377,durante audiência,16
21364,suposta vantagem,16
21359,STF disse,16
21357,presidente Nicolás,16
21347,Pablo Kuczynski,16
21336,Alessandro Molon,16
21404,tentando fazer,16
21332,maior problema,16
21318,Sistema Nacional,16
21309,vai trazer,16
21299,suposta prática,16
22085,vida profissional,16
21298,exassessor parlamentar,16
21401,oito horas,16
21407,Tem gente,16
21520,papel fundamental,16
21482,presidente diz,16
21516,Imposto sobre,16
21500,onde vivem,16
21497,alto padrão,16
21493,Relações Internacionais,16
21489,cinco processos,16
21484,dentro desse,16
21477,Almeida Castro,16
21411,mil homens,16
21476,Carlos Rodrigues,16
21466,país vive,16
21465,Universidade Católica,16
21463,Ele havia,16
21456,crime inafiançável,16
21448,vou ter,16
21679,Gabriel Chalita,16
21498,Sem Teto,16
21692,Temer voltou,16
21949,outros assuntos,16
21983,contas secretas,16
21975,últimos quatro,16
21966,juiz responsável,16
21956,Temer Rodrigo,16
21955,medidas alternativas,16
21950,desde cedo,16
21942,chama atenção,16
22002,petição inicial,16
21940,prestar todos,16
21938,Ele explicou,16
21937,milhões Segundo,16
21935,desse assunto,16
21931,Lula fez,16
21929,Lula nunca,16
22000,presente momento,16
22003,Lula sabia,16
21913,Jaburu residência,16
22052,PUBLICADO SOB,16
